LocalizedName, BlockState
熏黑大理石, astralsorcery:blockblackmarble[marbletype=raw]
熏黑大理石砖, astralsorcery:blockblackmarble[marbletype=bricks]
熏黑大理石柱, astralsorcery:blockblackmarble[marbletype=pillar]
熏黑大理石横梁, astralsorcery:blockblackmarble[marbletype=arch]
雕纹熏黑大理石, astralsorcery:blockblackmarble[marbletype=chiseled]
凹面熏黑大理石, astralsorcery:blockblackmarble[marbletype=engraved]
精致熏黑大理石, astralsorcery:blockblackmarble[marbletype=runed]
聚星木, astralsorcery:blockinfusedwood[woodtype=raw]
聚星木板, astralsorcery:blockinfusedwood[woodtype=planks]
聚星木柱, astralsorcery:blockinfusedwood[woodtype=column]
聚星木横梁, astralsorcery:blockinfusedwood[woodtype=arch]
凹面聚星木, astralsorcery:blockinfusedwood[woodtype=engraved]
刻纹聚星木, astralsorcery:blockinfusedwood[woodtype=enriched]
抛光聚星木, astralsorcery:blockinfusedwood[woodtype=infused]
纳耳狂曼喷口, astralsorcery:blockborehead[type=liquid]
费萨利德喷口, astralsorcery:blockborehead[type=vortex]
天文望远镜, astralsorcery:blockmachine[machine=telescope]
砂轮, astralsorcery:blockmachine[machine=grindstone]
天体水晶簇, astralsorcery:blockcelestialcrystals[stage=0]
天体水晶簇, astralsorcery:blockcelestialcrystals[stage=1]
天体水晶簇, astralsorcery:blockcelestialcrystals[stage=2]
天体水晶簇, astralsorcery:blockcelestialcrystals[stage=3]
天体水晶簇, astralsorcery:blockcelestialcrystals[stage=4]
宝石水晶簇, astralsorcery:blockgemcrystals[stage=stage_0]
宝石水晶簇, astralsorcery:blockgemcrystals[stage=stage_1]
宝石水晶簇, astralsorcery:blockgemcrystals[stage=stage_2_sky]
宝石水晶簇, astralsorcery:blockgemcrystals[stage=stage_2_day]
宝石水晶簇, astralsorcery:blockgemcrystals[stage=stage_2_night]
效应放大器, astralsorcery:blockritualpedestal
星辉合成台, astralsorcery:blockaltar[altartype=altar_1,render=true]
星辉祭坛, astralsorcery:blockaltar[altartype=altar_2,render=true]
天辉祭坛, astralsorcery:blockaltar[altartype=altar_3,render=true]
五彩祭坛, astralsorcery:blockaltar[altartype=altar_4,render=true]
浮动水晶, astralsorcery:blockcollectorcrystal
浮动水晶, astralsorcery:blockcelestialcollectorcrystal
符石1, thebetweenlands:druid_stone_1[active=false,facing=south]
符石2, thebetweenlands:druid_stone_2[active=false,facing=south]
符石3, thebetweenlands:druid_stone_3[active=false,facing=south]
符石4, thebetweenlands:druid_stone_4[active=false,facing=south]
符石5, thebetweenlands:druid_stone_5[active=false,facing=south]
符石6, thebetweenlands:druid_stone_6[active=false,facing=south]
交错基岩, thebetweenlands:betweenlands_bedrock
交错石, thebetweenlands:betweenstone
腐化的交错石, thebetweenlands:generic_stone[variant=corrupt_betweenstone]
泥巴, thebetweenlands:mud
泥炭, thebetweenlands:peat
烂泥土块, thebetweenlands:sludgy_dirt
蔓延的烂泥土块, thebetweenlands:spreading_sludgy_dirt[inactive=false]
粘液泥土, thebetweenlands:slimy_dirt
粘液草方块, thebetweenlands:slimy_grass
峭壁岩, thebetweenlands:cragrock[is_bottom=true,variant=default]
峭壁苔岩顶部, thebetweenlands:cragrock[is_bottom=true,variant=mossy_1]
峭壁苔岩底部, thebetweenlands:cragrock[is_bottom=true,variant=mossy_2]
麻纹石, thebetweenlands:pitstone
石灰石, thebetweenlands:limestone
沼泽土, thebetweenlands:swamp_dirt
粗糙的沼泽土, thebetweenlands:coarse_swamp_dirt
沼泽草方块, thebetweenlands:swamp_grass
鬼火, thebetweenlands:wisp[color=0,visible=false]
炽炎铁矿石, thebetweenlands:octine_ore
法罗钠矿石, thebetweenlands:valonite_ore
硫磺矿石, thebetweenlands:sulfur_ore
粘骨矿石, thebetweenlands:slimy_bone_ore
痂壳晶矿石, thebetweenlands:scabyst_ore
赛摩铜矿石, thebetweenlands:syrmorite_ore
水蓝元素宝石矿石, thebetweenlands:aqua_middle_gem_ore
猩红元素宝石矿石, thebetweenlands:crimson_middle_gem_ore
翠绿元素宝石矿石, thebetweenlands:green_middle_gem_ore
含有生命水晶的钟乳石, thebetweenlands:life_crystal_stalactite[level=0,variant=default]
生命水晶矿石, thebetweenlands:life_crystal_stalactite[level=0,variant=ore]
钟乳石, thebetweenlands:stalactite
淤泥, thebetweenlands:silt
死亡的沼泽草方块, thebetweenlands:dead_grass
焦油块, thebetweenlands:tar_solid
水坑, thebetweenlands:puddle[amount=0,east=false,north=false,south=false,west=false]
杂草树原木, thebetweenlands:log_weedwood[axis=y]
杂草树原木, thebetweenlands:log_weedwood[axis=none]
烂树皮, thebetweenlands:log_rotten_bark[axis=y]
蔓延的烂树皮, thebetweenlands:log_spreading_rotten_bark[inactive=false]
橡胶树原木, thebetweenlands:log_rubber[axis=x,down=true,east=true,natural=false,north=true,south=true,up=true,west=true]
火树原木, thebetweenlands:log_hearthgrove[axis=y,tarred=false]
涂油火树原木, thebetweenlands:log_hearthgrove[axis=y,tarred=true]
火树原木, thebetweenlands:log_hearthgrove[axis=none,tarred=false]
涂油火树原木, thebetweenlands:log_hearthgrove[axis=none,tarred=true]
奇趣枝原木, thebetweenlands:log_nibbletwig[axis=y]
奇趣枝原木, thebetweenlands:log_nibbletwig[axis=none]
灵魂树原木, thebetweenlands:log_spirit_tree[axis=y]
灵魂树原木, thebetweenlands:log_spirit_tree[axis=none]
杂草树, thebetweenlands:weedwood
凝胶树原木, thebetweenlands:log_sap[axis=y]
凝胶树原木, thebetweenlands:log_sap[axis=none]
杂草树树苗, thebetweenlands:sapling_weedwood[stage=0,type=oak]
凝胶树树苗, thebetweenlands:sapling_sap[stage=0,type=oak]
橡胶树树苗, thebetweenlands:sapling_rubber[stage=0,type=oak]
火树树苗, thebetweenlands:sapling_hearthgrove[stage=0,type=oak]
奇趣枝树苗, thebetweenlands:sapling_nibbletwig[stage=0,type=oak]
灵魂树树苗, thebetweenlands:sapling_spirit_tree[stage=0,type=oak]
根须荚果, thebetweenlands:root_pod[stage=0,type=oak]
杂草树树叶, thebetweenlands:leaves_weedwood_tree[check_decay=false,decayable=true]
凝胶树树叶, thebetweenlands:leaves_sap_tree[check_decay=false,decayable=true]
橡胶树树叶, thebetweenlands:leaves_rubber_tree[check_decay=false,decayable=true]
火树树叶, thebetweenlands:leaves_hearthgrove_tree[check_decay=false,decayable=true]
奇趣枝树叶, thebetweenlands:leaves_nibbletwig_tree[check_decay=false,decayable=true]
灵魂树树叶, thebetweenlands:leaves_spirit_tree_top[check_decay=false,decayable=true]
灵魂树树叶, thebetweenlands:leaves_spirit_tree_middle[check_decay=false,decayable=true]
灵魂树树叶, thebetweenlands:leaves_spirit_tree_bottom[check_decay=false,decayable=true]
杂草木木板, thebetweenlands:weedwood_planks
橡胶树木板, thebetweenlands:rubber_tree_planks
巨型树根木板, thebetweenlands:giant_root_planks
火树木板, thebetweenlands:hearthgrove_planks
奇趣枝木板, thebetweenlands:nibbletwig_planks
愤怒的交错石, thebetweenlands:angry_betweenstone
交错石砖, thebetweenlands:betweenstone_bricks
幻象交错石砖, thebetweenlands:betweenstone_bricks_mirage
交错石地砖, thebetweenlands:betweenstone_tiles
錾制交错石, thebetweenlands:betweenstone_chiseled
錾制峭壁岩, thebetweenlands:cragrock_chiseled
錾制石灰石, thebetweenlands:limestone_chiseled
錾制麻纹石, thebetweenlands:pitstone_chiseled
錾制痂壳晶块, thebetweenlands:scabyst_chiseled_1
錾制痂壳晶块, thebetweenlands:scabyst_chiseled_2
錾制痂壳晶块, thebetweenlands:scabyst_chiseled_3
痂壳晶斑点麻纹石, thebetweenlands:scabyst_pitstone_dotted
痂壳晶条纹麻纹石, thebetweenlands:scabyst_pitstone_horizontal
痂壳晶砖, thebetweenlands:scabyst_bricks
裂纹交错石砖, thebetweenlands:cracked_betweenstone_bricks
裂纹交错石地砖, thebetweenlands:cracked_betweenstone_tiles
裂纹石灰石砖, thebetweenlands:cracked_limestone_bricks
峭壁石砖, thebetweenlands:cragrock_bricks
峭壁石地砖, thebetweenlands:cragrock_tiles
发光的交错石地砖, thebetweenlands:glowing_betweenstone_tile
未激活的发光平滑峭壁岩, thebetweenlands:inactive_glowing_smooth_cragrock
发光的平滑峭壁岩, thebetweenlands:glowing_smooth_cragrock
石灰石砖, thebetweenlands:limestone_bricks
石灰石地砖, thebetweenlands:limestone_tiles
交错苔石砖, thebetweenlands:mossy_betweenstone_bricks
交错苔石地砖, thebetweenlands:mossy_betweenstone_tiles
苔藓石灰石砖, thebetweenlands:mossy_limestone_bricks
平滑交错苔石, thebetweenlands:mossy_smooth_betweenstone
泥砖, thebetweenlands:mud_bricks
泥瓦, thebetweenlands:mud_brick_shingles
橡胶块, thebetweenlands:rubber_block
麻纹石砖, thebetweenlands:pitstone_bricks
麻纹石地砖, thebetweenlands:pitstone_tiles
抛光石灰石, thebetweenlands:polished_limestone
平滑交错石, thebetweenlands:smooth_betweenstone
平滑峭壁岩, thebetweenlands:smooth_cragrock
炽炎铁块, thebetweenlands:octine_block
赛摩铜块, thebetweenlands:syrmorite_block
法罗钠块, thebetweenlands:valonite_block
痂壳晶块, thebetweenlands:scabyst_block
脆弱的交错石地砖, thebetweenlands:weak_betweenstone_tiles
脆弱的抛光石灰石, thebetweenlands:weak_polished_limestone
脆弱的交错苔石地砖, thebetweenlands:weak_mossy_betweenstone_tiles
绿色木晶, thebetweenlands:dentrothyst[type=green]
橙色木晶, thebetweenlands:dentrothyst[type=orange]
机运之壶, thebetweenlands:loot_pot[facing=south,type=1]
机运之壶, thebetweenlands:loot_pot[facing=south,type=2]
机运之壶, thebetweenlands:loot_pot[facing=south,type=3]
刷怪箱, thebetweenlands:mob_spawner
神庙柱, thebetweenlands:temple_pillar[axis=y]
交错石柱, thebetweenlands:betweenstone_pillar[axis=y]
麻纹石柱, thebetweenlands:pitstone_pillar[axis=y]
石灰石柱, thebetweenlands:limestone_pillar[axis=y]
峭壁石柱, thebetweenlands:cragrock_pillar[axis=y]
焦油怪刷怪箱, thebetweenlands:tar_beast_spawner
陷入焦油的机运壶, thebetweenlands:tar_loot_pot[facing=south,type=1]
陷入焦油的机运壶, thebetweenlands:tar_loot_pot[facing=south,type=2]
陷入焦油的机运壶, thebetweenlands:tar_loot_pot[facing=south,type=3]
峭壁石楼梯, thebetweenlands:cragrock_stairs[facing=east,half=bottom,shape=straight]
麻纹石楼梯, thebetweenlands:pitstone_stairs[facing=east,half=bottom,shape=straight]
交错石楼梯, thebetweenlands:betweenstone_stairs[facing=east,half=bottom,shape=straight]
交错石砖楼梯, thebetweenlands:betweenstone_brick_stairs[facing=east,half=bottom,shape=straight]
泥砖楼梯, thebetweenlands:mud_brick_stairs[facing=east,half=bottom,shape=straight]
峭壁石砖楼梯, thebetweenlands:cragrock_brick_stairs[facing=east,half=bottom,shape=straight]
石灰石砖楼梯, thebetweenlands:limestone_brick_stairs[facing=east,half=bottom,shape=straight]
麻纹石砖楼梯, thebetweenlands:pitstone_brick_stairs[facing=east,half=bottom,shape=straight]
石灰石楼梯, thebetweenlands:limestone_stairs[facing=east,half=bottom,shape=straight]
平滑交错石楼梯, thebetweenlands:smooth_betweenstone_stairs[facing=east,half=bottom,shape=straight]
平滑峭壁岩楼梯, thebetweenlands:smooth_cragrock_stairs[facing=east,half=bottom,shape=straight]
抛光石灰石楼梯, thebetweenlands:polished_limestone_stairs[facing=east,half=bottom,shape=straight]
交错苔石砖楼梯, thebetweenlands:mossy_betweenstone_brick_stairs[facing=east,half=bottom,shape=straight]
平滑交错苔石楼梯, thebetweenlands:mossy_smooth_betweenstone_stairs[facing=east,half=bottom,shape=straight]
裂纹交错石砖楼梯, thebetweenlands:cracked_betweenstone_brick_stairs[facing=east,half=bottom,shape=straight]
痂壳晶砖楼梯, thebetweenlands:scabyst_brick_stairs[facing=east,half=bottom,shape=straight]
硫磺块, thebetweenlands:sulfur_block
神庙砖, thebetweenlands:temple_bricks
平滑麻纹石, thebetweenlands:smooth_pitstone
泥潭珊瑚块, thebetweenlands:mire_coral_block
深水珊瑚块, thebetweenlands:deep_water_coral_block
粘骨块, thebetweenlands:slimy_bone_block
水蓝元素宝石块, thebetweenlands:aqua_middle_gem_block
猩红元素宝石块, thebetweenlands:crimson_middle_gem_block
翠绿元素宝石矿石, thebetweenlands:green_middle_gem_block
堆肥块, thebetweenlands:compost_block
绿色抛光木晶, thebetweenlands:polished_dentrothyst[type=green]
橙色抛光木晶, thebetweenlands:polished_dentrothyst[type=orange]
淤泥玻璃, thebetweenlands:silt_glass
淤泥玻璃板, thebetweenlands:silt_glass_pane[east=false,north=false,south=false,west=false]
绿色抛光木晶板, thebetweenlands:polished_dentrothyst_pane[east=true,north=true,south=true,type=green,west=true]
橙色抛光木晶板, thebetweenlands:polished_dentrothyst_pane[east=true,north=true,south=true,type=orange,west=true]
纸窗, thebetweenlands:amate_paper_pane_1[east=false,north=false,south=false,west=false]
方形窗格纸窗, thebetweenlands:amate_paper_pane_2[east=false,north=false,south=false,west=false]
圆形窗格纸窗, thebetweenlands:amate_paper_pane_3[east=false,north=false,south=false,west=false]
平滑麻纹石楼梯, thebetweenlands:smooth_pitstone_stairs[facing=east,half=bottom,shape=straight]
焦油块楼梯, thebetweenlands:tar_solid_stairs[facing=east,half=bottom,shape=straight]
神庙砖楼梯, thebetweenlands:temple_brick_stairs[facing=east,half=bottom,shape=straight]
尖刺陷阱, thebetweenlands:spike_trap[facing=down]
杂草木板楼梯, thebetweenlands:weedwood_plank_stairs[facing=east,half=bottom,shape=straight]
橡胶木板楼梯, thebetweenlands:rubber_tree_plank_stairs[facing=east,half=bottom,shape=straight]
巨型树根楼梯, thebetweenlands:giant_root_plank_stairs[facing=east,half=bottom,shape=straight]
火树楼梯, thebetweenlands:hearthgrove_plank_stairs[facing=east,half=bottom,shape=straight]
奇趣枝楼梯, thebetweenlands:nibbletwig_plank_stairs[facing=east,half=bottom,shape=straight]
鬼魂附着的方块, thebetweenlands:possessed_block[facing=south]
藏有东西的笼子, thebetweenlands:item_cage
物品架, thebetweenlands:item_shelf[facing=north]
茅草块, thebetweenlands:thatch
峭壁石台阶, thebetweenlands:cragrock_slab[half=top]
麻纹石台阶, thebetweenlands:pitstone_slab[half=top]
交错石台阶, thebetweenlands:betweenstone_slab[half=top]
平滑麻纹石台阶, thebetweenlands:smooth_pitstone_slab[half=top]
焦油块台阶, thebetweenlands:tar_solid_slab[half=top]
神庙砖台阶, thebetweenlands:temple_brick_slab[half=top]
交错石砖台阶, thebetweenlands:betweenstone_brick_slab[half=top]
泥砖台阶, thebetweenlands:mud_brick_slab[half=top]
峭壁石砖台阶, thebetweenlands:cragrock_brick_slab[half=top]
石灰石砖台阶, thebetweenlands:limestone_brick_slab[half=top]
石灰石台阶, thebetweenlands:limestone_slab[half=top]
平滑交错石台阶, thebetweenlands:smooth_betweenstone_slab[half=top]
平滑峭壁岩台阶, thebetweenlands:smooth_cragrock_slab[half=top]
抛光石灰石台阶, thebetweenlands:polished_limestone_slab[half=top]
麻纹石砖台阶, thebetweenlands:pitstone_brick_slab[half=top]
交错苔石砖台阶, thebetweenlands:mossy_betweenstone_brick_slab[half=top]
平滑交错苔石台阶, thebetweenlands:mossy_smooth_betweenstone_slab[half=top]
裂纹交错石砖台阶, thebetweenlands:cracked_betweenstone_brick_slab[half=top]
杂草木板台阶, thebetweenlands:weedwood_plank_slab[half=top]
橡胶木板台阶, thebetweenlands:rubber_tree_plank_slab[half=top]
巨型树根台阶, thebetweenlands:giant_root_plank_slab[half=top]
火树台阶, thebetweenlands:hearthgrove_plank_slab[half=top]
奇趣枝台阶, thebetweenlands:nibbletwig_plank_slab[half=top]
泥瓦台阶, thebetweenlands:mud_brick_shingle_slab[half=top]
泥瓦楼梯, thebetweenlands:mud_brick_shingle_stairs[facing=east,half=bottom,shape=straight]
泥瓦墙, thebetweenlands:mud_brick_shingle_wall[east=false,north=false,south=false,up=false,west=false]
茅草台阶, thebetweenlands:thatch_slab[half=top]
痂壳晶砖台阶, thebetweenlands:scabyst_brick_slab[half=top]
麻纹石墙, thebetweenlands:pitstone_wall[east=false,north=false,south=false,up=false,west=false]
交错石墙, thebetweenlands:betweenstone_wall[east=false,north=false,south=false,up=false,west=false]
焦油块墙, thebetweenlands:tar_solid_wall[east=false,north=false,south=false,up=false,west=false]
神庙砖墙, thebetweenlands:temple_brick_wall[east=false,north=false,south=false,up=false,west=false]
平滑麻纹石墙, thebetweenlands:smooth_pitstone_wall[east=false,north=false,south=false,up=false,west=false]
交错石砖墙, thebetweenlands:betweenstone_brick_wall[east=false,north=false,south=false,up=false,west=false]
泥砖墙, thebetweenlands:mud_brick_wall[east=false,north=false,south=false,up=false,west=false]
峭壁石墙, thebetweenlands:cragrock_wall[east=false,north=false,south=false,up=false,west=false]
峭壁岩砖墙, thebetweenlands:cragrock_brick_wall[east=false,north=false,south=false,up=false,west=false]
石灰石砖墙, thebetweenlands:limestone_brick_wall[east=false,north=false,south=false,up=false,west=false]
石灰石墙, thebetweenlands:limestone_wall[east=false,north=false,south=false,up=false,west=false]
抛光石灰石墙, thebetweenlands:polished_limestone_wall[east=false,north=false,south=false,up=false,west=false]
麻纹石砖墙, thebetweenlands:pitstone_brick_wall[east=false,north=false,south=false,up=false,west=false]
平滑交错石墙, thebetweenlands:smooth_betweenstone_wall[east=false,north=false,south=false,up=false,west=false]
平滑峭壁岩墙, thebetweenlands:smooth_cragrock_wall[east=false,north=false,south=false,up=false,west=false]
交错苔石砖墙, thebetweenlands:mossy_betweenstone_brick_wall[east=false,north=false,south=false,up=false,west=false]
交错苔石墙, thebetweenlands:mossy_smooth_betweenstone_wall[east=false,north=false,south=false,up=false,west=false]
裂纹交错石砖墙, thebetweenlands:cracked_betweenstone_brick_wall[east=false,north=false,south=false,up=false,west=false]
痂壳晶砖墙, thebetweenlands:scabyst_brick_wall[east=false,north=false,south=false,up=false,west=false]
杂草木板栅栏, thebetweenlands:weedwood_plank_fence[east=false,north=false,south=false,west=false]
杂草木原木栅栏, thebetweenlands:weedwood_log_fence[east=false,north=false,south=false,west=false]
